haut_tot,haut_tronc,tronc_diam,age_estim,ratio_h_d,nb_voisins_20m,nb_voisins_50m,nb_voisins_100m,dist_plus_proche,fk_stadedev,fk_port,fk_pied,fk_situation,fk_revetement,remarquable,clc_quartier,y
18.0,4.0,140.0,30.0,12.857142857142858,14,57,116,6.508212080034604,adulte,semi libre,gazon,alignement,non,non,omissy,0
18.0,5.0,115.0,30.0,15.65217391304348,13,59,111,6.508212080034604,adulte,semi libre,gazon,alignement,non,non,omissy,0
18.0,4.0,120.0,30.0,15.0,11,61,101,7.005959504616483,adulte,semi libre,gazon,alignement,non,non,omissy,0
18.0,5.0,110.0,30.0,16.363636363636363,9,64,96,7.005959504616483,adulte,semi libre,gazon,alignement,non,non,omissy,0
18.0,4.0,85.0,30.0,21.176470588235293,4,64,98,7.105724465008556,adulte,semi libre,gazon,alignement,non,non,omissy,0
18.0,4.0,100.0,30.0,18.0,4,64,102,7.105724465008556,adulte,semi libre,gazon,alignement,non,non,omissy,0
18.0,5.0,110.0,30.0,16.363636363636363,8,64,105,7.056106530603266,adulte,semi libre,gazon,alignement,non,non,omissy,0
18.0,5.0,125.0,30.0,14.4,15,55,107,6.943692277663403,adulte,semi libre,gazon,alignement,non,non,omissy,0
18.0,5.0,105.0,30.0,17.142857142857142,17,49,107,6.736178918388349,adulte,semi libre,gazon,alignement,non,non,omissy,0
18.0,5.0,135.0,30.0,13.333333333333332,19,40,106,6.736178918388349,adulte,semi libre,gazon,alignement,non,non,omissy,0
18.0,5.0,125.0,30.0,14.4,14,39,96,6.837696644612553,adulte,semi libre,gazon,alignement,non,non,omissy,0
18.0,5.0,130.0,30.0,13.846153846153845,7,39,86,6.324000011741251,adulte,semi libre,gazon,alignement,non,non,omissy,0
20.0,4.0,150.0,30.0,13.333333333333334,10,40,90,6.324000011741251,adulte,semi libre,gazon,alignement,non,non,omissy,0
18.0,4.0,185.0,30.0,9.72972972972973,3,47,95,11.28030002147043,adulte,semi libre,gazon,alignement,non,non,omissy,0
16.0,2.0,160.0,30.0,10.0,3,48,101,11.28030002147043,adulte,semi libre,gazon,alignement,non,non,omissy,0
17.0,4.0,150.0,30.0,11.333333333333334,3,25,89,7.097480482996686,adulte,semi libre,gazon,isol'e,non,non,quartier de l'europe,0
20.0,2.0,107.0,40.0,18.69158878504673,3,20,115,4.407496664981756,adulte,semi libre,gazon,isol'e,non,non,quartier de l'europe,0
19.0,2.0,130.0,40.0,14.615384615384615,3,19,112,4.407496664981756,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
19.0,3.0,165.0,40.0,11.515151515151516,3,17,114,3.732006787022712,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,1
19.0,2.0,140.0,40.0,13.571428571428573,3,20,116,3.732006787022712,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
23.0,2.0,165.0,40.0,13.93939393939394,5,39,151,6.1339368191616925,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
23.0,2.0,165.0,40.0,13.93939393939394,5,38,140,4.486790568345181,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
22.0,2.0,123.0,40.0,17.88617886178862,5,38,134,4.209498180812659,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
22.0,2.0,195.0,40.0,11.282051282051283,5,39,138,4.209498180812659,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
20.0,2.0,184.0,40.0,10.869565217391305,6,41,151,6.492007295753163,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
22.0,2.0,225.0,40.0,9.777777777777779,8,41,151,4.6151234661638965,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
25.0,2.0,122.0,40.0,20.491803278688526,7,35,154,4.6151234661638965,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
24.0,2.0,170.0,40.0,14.117647058823529,7,44,153,6.755398696704792,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
19.0,4.0,129.0,40.0,14.728682170542635,7,51,157,6.755398696704792,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
23.0,3.0,133.0,40.0,17.293233082706767,8,37,168,5.130105578787805,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
24.0,4.0,158.0,40.0,15.189873417721518,9,37,180,3.9473572945664457,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
20.0,2.0,108.0,40.0,18.51851851851852,9,41,178,3.795689667229295,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
20.0,2.0,100.0,40.0,20.0,9,42,174,3.795689667229295,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
24.0,2.0,150.0,40.0,16.0,6,39,186,7.224275496585512,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
24.0,4.0,135.0,40.0,17.777777777777775,5,37,206,8.99290891567718,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
19.0,2.0,110.0,40.0,17.27272727272727,9,49,121,4.263920370967689,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
23.0,2.0,164.0,40.0,14.02439024390244,13,48,116,4.263920370967689,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
19.0,2.0,160.0,40.0,11.875,12,44,120,3.9279000449356394,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
23.0,2.0,124.0,40.0,18.548387096774192,16,44,114,3.8441163834293675,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
23.0,3.0,178.0,40.0,12.92134831460674,16,40,114,4.127425270158416,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
24.0,2.0,125.0,40.0,19.2,18,38,109,3.8441163834293675,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
23.0,3.0,133.0,40.0,17.293233082706767,19,37,104,4.147365999092808,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
23.0,3.0,140.0,40.0,16.42857142857143,15,38,111,4.348801408532894,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
23.0,3.0,162.0,40.0,14.19753086419753,13,37,90,4.2329284732015715,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
23.0,2.0,152.0,40.0,15.131578947368421,15,34,85,4.2329284732015715,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
23.0,2.0,155.0,40.0,14.838709677419354,18,33,83,5.104199154112151,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
23.0,3.0,142.0,40.0,16.19718309859155,21,32,87,3.6745226152405834,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
23.0,3.0,140.0,40.0,16.42857142857143,21,35,94,3.6745226152405834,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
23.0,2.0,159.0,40.0,14.465408805031446,21,36,89,5.590969837215534,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
23.0,3.0,130.0,40.0,17.692307692307693,24,40,105,5.5125487756254365,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
19.0,3.0,160.0,40.0,11.875,20,41,103,5.675958495350943,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
20.0,2.0,150.0,40.0,13.333333333333334,7,13,56,4.054466501217189,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
21.0,2.0,158.0,40.0,13.291139240506329,8,11,55,3.3399212685076165,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
19.0,2.0,160.0,40.0,11.875,7,10,55,3.3399212685076165,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
19.0,2.0,165.0,40.0,11.515151515151516,8,10,54,4.168808565032617,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
19.0,2.0,152.0,40.0,12.5,8,10,53,4.612103933151361,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
19.0,2.0,140.0,40.0,13.571428571428573,8,11,52,4.612103933151361,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
21.0,3.0,123.0,40.0,17.073170731707318,8,12,55,4.416412182382146,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
21.0,3.0,138.0,40.0,15.217391304347828,8,11,55,4.416412182382146,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
16.0,3.0,127.0,40.0,12.598425196850393,5,19,58,7.661213823519664,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
20.0,4.0,132.0,40.0,15.15151515151515,11,29,77,3.9688502237807355,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
20.0,3.0,160.0,40.0,12.5,14,27,82,3.9688502237807355,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
20.0,3.0,123.0,40.0,16.260162601626018,13,26,92,2.8234554183517995,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
20.0,2.0,45.0,40.0,44.44444444444444,16,30,92,3.69748322230119,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
20.0,3.0,120.0,40.0,16.666666666666668,15,27,95,2.8234554183517995,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
21.0,4.0,145.0,40.0,14.482758620689655,13,30,95,4.04415008865016,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
20.0,3.0,130.0,40.0,15.384615384615383,18,33,96,4.04415008865016,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
20.0,3.0,140.0,40.0,14.285714285714286,13,37,99,4.916263023944007,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
19.0,2.0,152.0,40.0,12.5,7,37,102,3.984244189428016,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
19.0,2.0,124.0,40.0,15.32258064516129,5,38,106,3.984244189428016,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
20.0,3.0,144.0,40.0,13.88888888888889,8,40,114,4.64521993497877,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
21.0,2.0,150.0,40.0,14.0,10,37,127,4.236738209606057,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
21.0,2.0,190.0,40.0,11.052631578947368,11,34,127,4.236738209606057,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
21.0,3.0,154.0,40.0,13.636363636363637,8,43,122,3.814184349580269,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
20.0,3.0,136.0,40.0,14.705882352941176,9,50,133,3.814184349580269,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
20.0,3.0,131.0,40.0,15.267175572519083,10,40,133,4.026670303054062,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
21.0,5.0,115.0,40.0,18.260869565217394,10,47,143,4.6187454149395215,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
21.0,5.0,160.0,40.0,13.125,11,47,161,4.6187454149395215,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
25.0,2.0,155.0,40.0,16.129032258064516,14,36,192,3.148795230205183,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
25.0,4.0,160.0,40.0,15.625,14,35,184,3.148795230205183,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
25.0,3.0,145.0,40.0,17.24137931034483,12,35,171,4.936580492417585,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
19.0,3.0,155.0,40.0,12.258064516129032,12,33,187,8.040295097381078,adulte,semi libre,gazon,groupe,non,non,quartier de l'europe,0
20.0,3.0,130.0,30.0,15.384615384615383,1,1,24,11.909061691547798,adulte,semi libre,bande de terre,isol'e,non,non,quartier de l'europe,0
5.0,2.0,130.0,30.0,3.846153846153846,1,1,22,11.909061691547798,adulte,semi libre,bande de terre,isol'e,non,non,quartier de l'europe,0
10.0,2.0,80.0,30.0,12.5,3,11,18,9.090431992298964,adulte,semi libre,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
6.0,2.0,80.0,20.0,7.5,2,8,20,9.90475346531319,adulte,libre,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
15.0,3.0,165.0,40.0,9.090909090909092,4,12,49,9.318517599152825,adulte,semi libre,gazon,isol'e,non,non,quartier saint-jean,0
13.0,2.0,115.0,40.0,11.304347826086957,5,11,47,6.917236446230084,adulte,semi libre,gazon,isol'e,non,non,quartier saint-jean,0
14.0,2.0,125.0,40.0,11.2,5,11,51,4.146073082926049,adulte,semi libre,gazon,isol'e,non,non,quartier saint-jean,0
14.0,3.0,130.0,40.0,10.769230769230768,7,11,49,4.146073082926049,adulte,semi libre,gazon,isol'e,non,non,quartier saint-jean,0
6.0,2.0,90.0,40.0,6.666666666666666,5,11,48,7.146395730984959,adulte,semi libre,gazon,isol'e,non,non,quartier saint-jean,0
6.0,2.0,180.0,40.0,3.333333333333333,6,11,50,5.528153797746574,adulte,semi libre,gazon,isol'e,oui,non,quartier saint-jean,0
6.0,2.0,220.0,40.0,2.727272727272727,7,11,36,6.020770258315321,adulte,semi libre,gazon,isol'e,oui,non,quartier saint-jean,0
6.0,2.0,155.0,40.0,3.8709677419354835,5,12,32,6.018042363366117,adulte,semi libre,gazon,isol'e,non,non,quartier saint-jean,0
6.0,2.0,180.0,40.0,3.333333333333333,5,12,32,6.018042363366117,adulte,semi libre,gazon,isol'e,non,non,quartier saint-jean,0
14.0,2.0,85.0,40.0,16.47058823529412,5,12,34,3.9341812156419373,adulte,semi libre,gazon,isol'e,non,non,quartier saint-jean,0
16.0,1.0,180.0,40.0,8.88888888888889,7,11,36,3.9341812156419373,adulte,semi libre,gazon,isol'e,non,non,quartier saint-jean,0
15.0,2.0,75.0,40.0,20.0,3,13,31,2.8791621631866575,adulte,c'ep'ee,bande de terre,isol'e,non,non,quartier saint-jean,0
13.0,2.0,65.0,40.0,20.0,4,12,31,2.8791621631866575,adulte,semi libre,bande de terre,isol'e,non,non,quartier saint-jean,0
12.0,2.0,125.0,30.0,9.6,17,41,63,3.3207709014991877,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
16.0,3.0,130.0,30.0,12.307692307692307,12,40,62,1.8070802145905989,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
16.0,3.0,115.0,30.0,13.913043478260871,17,43,62,1.749900888468868,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
14.0,3.0,70.0,30.0,20.0,15,45,62,1.749900888468868,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
10.0,1.0,150.0,30.0,6.666666666666667,17,46,63,0.6745250921395509,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
16.0,3.0,145.0,30.0,11.03448275862069,23,49,64,3.374581233333471,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
7.0,1.0,125.0,30.0,5.6,24,52,71,0.8645545556641936,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
7.0,2.0,95.0,30.0,7.36842105263158,24,52,71,0.9235553263989998,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
15.0,3.0,165.0,30.0,9.090909090909092,17,52,72,2.6303712965414685,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
13.0,3.0,60.0,30.0,21.666666666666668,19,52,70,1.2901069144918402,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
13.0,4.0,95.0,30.0,13.68421052631579,17,52,70,1.2901069144918402,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
8.0,2.0,130.0,30.0,6.153846153846153,20,52,71,0.887307951569568,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
6.0,2.5,75.0,30.0,8.0,19,51,73,4.700580710079689,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
12.0,1.0,150.0,30.0,8.0,17,49,74,2.843269872954304,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
8.0,2.0,95.0,30.0,8.421052631578947,16,48,71,0.7931600091485262,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
7.0,1.0,75.0,30.0,9.333333333333334,16,46,72,0.5870128447017318,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
7.0,1.0,140.0,30.0,5.0,16,46,71,0.5870128447017318,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
8.0,4.0,80.0,30.0,10.0,13,44,72,1.3914403036850107,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
7.0,4.0,70.0,30.0,10.0,13,42,73,1.305048550774769,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
6.0,4.0,65.0,30.0,9.23076923076923,12,38,72,1.305048550774769,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
8.0,1.0,110.0,30.0,7.2727272727272725,10,32,72,2.912575938958751,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
12.0,4.0,90.0,30.0,13.333333333333332,9,25,72,7.477243402397858,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
8.0,1.0,175.0,30.0,4.571428571428571,3,7,32,2.446748096884848,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
9.0,4.0,95.0,20.0,9.473684210526317,5,5,24,2.143107055267696,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
12.0,3.0,80.0,30.0,15.0,3,5,18,1.4496542937634314,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
11.0,2.0,130.0,30.0,8.461538461538462,3,5,18,1.4496542937634314,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
16.0,3.0,110.0,30.0,14.545454545454545,17,45,74,0.5627683717953755,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
16.0,3.0,120.0,30.0,13.333333333333334,17,44,74,0.5627683717953755,adulte,c'ep'ee,bande de terre,groupe,non,non,quartier saint-jean,0
7.0,3.0,50.0,20.0,14.0,20,49,73,0.4447426336679106,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
3.0,3.0,45.0,20.0,6.666666666666666,20,49,72,0.5608771166356312,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
10.0,3.0,40.0,20.0,25.0,20,49,72,0.4447426336679106,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
9.0,3.0,60.0,20.0,15.0,20,50,73,1.303645081737186,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
11.0,1.0,60.0,20.0,18.333333333333336,21,48,72,2.655814264613378,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
13.0,4.0,85.0,30.0,15.294117647058824,24,46,70,2.655814264613378,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
10.0,1.0,100.0,20.0,10.0,27,49,70,0.8730647686145641,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
10.0,2.0,65.0,20.0,15.384615384615383,30,49,70,0.5685555823716617,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
10.0,2.0,55.0,20.0,18.18181818181818,30,49,70,0.5685555823716617,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
10.0,2.0,40.0,20.0,25.0,30,49,68,0.6147762931294593,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
10.0,2.0,40.0,20.0,25.0,30,50,67,0.6682737537240523,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
10.0,2.0,55.0,20.0,18.18181818181818,30,50,67,0.6682737537240523,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
10.0,2.0,40.0,20.0,25.0,30,50,67,0.6948602444613463,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
10.0,2.0,70.0,20.0,14.285714285714286,30,50,67,1.3488878269345432,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
10.0,2.0,55.0,20.0,18.18181818181818,28,50,67,1.3488878269345432,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
10.0,1.0,50.0,20.0,20.0,27,49,64,2.3503852727473316,adulte,semi libre,bande de terre,groupe,non,non,quartier saint-jean,0
13.0,3.0,140.0,40.0,9.285714285714286,20,52,75,4.702819228033929,adulte,semi libre,gazon,isol'e,non,non,quartier saint-jean,0
15.0,3.0,180.0,40.0,8.333333333333334,16,52,77,4.702819228033929,adulte,semi libre,gazon,isol'e,non,non,quartier saint-jean,0
3.0,2.0,25.0,5.0,12.0,0,0,0,182.50942713353245,jeune,semi libre,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
12.0,2.0,100.0,30.0,12.0,2,7,19,6.243934144957898,adulte,semi libre,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
12.0,2.0,70.0,20.0,17.142857142857142,4,7,22,9.210918456406963,adulte,semi libre,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
12.0,1.0,150.0,30.0,8.0,2,6,29,5.120298980617909,adulte,semi libre,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
12.0,1.0,150.0,30.0,8.0,2,5,29,5.120298980617909,adulte,semi libre,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
8.0,2.0,55.0,20.0,14.545454545454545,0,11,25,21.406717287403314,adulte,semi libre,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
17.0,4.0,250.0,30.0,6.8,3,13,20,6.36024217568479,adulte,semi libre,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
21.0,2.0,120.0,30.0,17.5,3,11,20,3.47480421493409,adulte,c'ep'ee,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
17.0,3.0,135.0,30.0,12.592592592592592,3,9,23,3.47480421493409,adulte,semi libre,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
16.0,6.0,140.0,30.0,11.428571428571429,4,9,26,6.567004261037498,adulte,semi libre,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
12.0,2.0,130.0,30.0,9.23076923076923,2,10,28,10.351134895177792,adulte,semi libre,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
15.0,2.0,225.0,40.0,6.666666666666667,4,11,25,8.645105068949993,adulte,semi libre,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
16.0,3.0,150.0,40.0,10.666666666666666,4,11,27,5.711320052636273,adulte,semi libre,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
16.0,4.0,155.0,40.0,10.32258064516129,4,12,27,6.33196315300647,adulte,semi libre,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
16.0,2.0,160.0,40.0,10.0,3,12,27,5.711320052636273,adulte,semi libre,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
17.0,2.0,170.0,40.0,10.0,2,9,25,5.70814704852137,adulte,semi libre,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
14.0,2.0,150.0,40.0,9.333333333333334,2,9,27,5.70814704852137,adulte,semi libre,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
17.0,4.0,155.0,40.0,10.96774193548387,2,12,23,11.78632860219661,adulte,semi libre,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
18.0,3.0,190.0,40.0,9.473684210526317,4,9,16,5.534712527206779,adulte,semi libre,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
18.0,3.0,125.0,40.0,14.4,4,9,15,5.534712527206779,adulte,semi libre,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
12.0,2.0,45.0,20.0,26.666666666666664,5,7,15,4.218323249952679,jeune,c'ep'ee,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
14.0,2.0,55.0,20.0,25.454545454545453,6,7,16,3.3154582382940125,jeune,c'ep'ee,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
14.0,2.0,50.0,20.0,28.0,6,7,16,3.3154582382940125,jeune,c'ep'ee,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
18.0,1.0,195.0,30.0,9.230769230769232,4,7,19,5.888610620292554,adulte,semi libre,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
14.0,2.0,200.0,60.0,7.0,3,6,22,9.91247610290779,vieux,semi libre,gazon,isol'e,non,non,"quartier saint-martin - o""estres",0
15.0,1.0,160.0,30.0,9.375,9,13,15,1.355336489893253,adulte,semi libre,gazon,groupe,non,non,quartier du vermandois,0
16.0,1.0,145.0,30.0,11.03448275862069,10,13,15,1.355336489893253,adulte,semi libre,gazon,groupe,non,non,quartier du vermandois,0
15.0,2.0,105.0,30.0,14.285714285714285,12,13,16,2.738916814695109,adulte,semi libre,gazon,groupe,non,non,quartier du vermandois,0
15.0,3.0,115.0,30.0,13.043478260869566,12,13,16,2.0842899143871927,adulte,semi libre,gazon,groupe,non,non,quartier du vermandois,0
15.0,2.0,10.0,30.0,150.0,12,13,16,2.0842899143871927,adulte,semi libre,gazon,groupe,non,non,quartier du vermandois,0
15.0,3.0,100.0,30.0,15.0,10,14,17,2.04871767938586,adulte,semi libre,gazon,groupe,non,non,quartier du vermandois,0
15.0,3.0,115.0,30.0,13.043478260869566,9,14,17,1.968979464163017,adulte,semi libre,gazon,groupe,non,non,quartier du vermandois,0
15.0,3.0,110.0,30.0,13.636363636363635,9,14,17,1.968979464163017,adulte,semi libre,gazon,groupe,non,non,quartier du vermandois,0
10.0,3.0,115.0,30.0,8.695652173913045,11,13,16,9.084684114086611,adulte,semi libre,gazon,isol'e,non,non,quartier du vermandois,0
16.0,2.0,170.0,30.0,9.411764705882353,11,13,17,1.4298950764304847,adulte,semi libre,gazon,groupe,non,non,quartier du vermandois,0
13.0,3.0,125.0,30.0,10.4,11,13,17,1.4298950764304847,adulte,semi libre,gazon,groupe,non,non,quartier du vermandois,0
7.0,2.0,160.0,30.0,4.375,5,14,17,11.38681901208644,adulte,semi libre,gazon,isol'e,non,non,quartier du vermandois,0
12.0,1.0,55.0,25.0,21.818181818181817,3,11,13,3.343777302737172,adulte,semi libre,gazon,groupe,non,non,quartier du vermandois,0
11.0,1.0,110.0,25.0,10.0,3,11,13,3.343777302737172,adulte,semi libre,gazon,groupe,non,non,quartier du vermandois,0
11.0,1.0,120.0,25.0,9.166666666666668,4,11,13,3.8988236134030307,adulte,semi libre,gazon,groupe,non,non,quartier du vermandois,0
14.0,2.0,120.0,25.0,11.666666666666668,7,10,15,3.8541184469789047,adulte,semi libre,gazon,alignement,non,non,quartier du vermandois,0
11.0,2.0,115.0,25.0,9.56521739130435,7,10,15,3.8541184469789047,adulte,semi libre,gazon,alignement,non,non,quartier du vermandois,0
12.0,2.0,100.0,25.0,12.0,6,10,15,3.880042950417239,adulte,semi libre,gazon,alignement,non,non,quartier du vermandois,0
14.0,1.5,125.0,25.0,11.2,6,9,16,3.880042950417239,adulte,semi libre,gazon,alignement,non,non,quartier du vermandois,0
10.0,0.5,115.0,25.0,8.695652173913045,5,9,16,3.3744801136415923,adulte,semi libre,gazon,isol'e,non,non,quartier du vermandois,0
10.0,1.0,95.0,25.0,10.526315789473685,5,9,16,3.3744801136415923,adulte,semi libre,gazon,isol'e,non,non,quartier du vermandois,0
8.0,2.0,85.0,20.0,9.411764705882353,1,4,34,9.371257794792344,jeune,semi libre,gazon,alignement,non,non,quartier du vermandois,0
8.0,2.0,95.0,20.0,8.421052631578947,2,5,35,9.371257794792344,jeune,semi libre,gazon,alignement,non,non,quartier du vermandois,0
8.0,2.0,120.0,20.0,6.666666666666667,2,7,32,10.907431698111061,jeune,semi libre,gazon,alignement,non,non,quartier du vermandois,0
8.0,2.0,90.0,20.0,8.88888888888889,2,9,33,9.588066843624393,jeune,semi libre,gazon,alignement,non,non,quartier du vermandois,0
8.0,2.0,75.0,20.0,10.666666666666666,2,10,36,9.588066843624393,jeune,semi libre,gazon,alignement,non,non,quartier du vermandois,0
8.0,2.0,80.0,20.0,10.0,3,13,41,9.70523395497053,jeune,semi libre,gazon,alignement,non,non,quartier du vermandois,0
