haut_tot,haut_tronc,tronc_diam,age_estim,ratio_h_d,nb_voisins_20m,nb_voisins_50m,nb_voisins_100m,dist_plus_proche,fk_stadedev,fk_port,fk_pied,fk_situation,fk_revetement,remarquable,clc_quartier,y
3.0,2.0,85.0,20.0,3.5294117647058822,10,37,74,4.78641380772122,adulte,t^ete de chat,gazon,alignement,non,non,quartier saint-jean,0
3.0,2.0,85.0,20.0,3.5294117647058822,11,36,74,4.9763538950832915,adulte,t^ete de chat,gazon,alignement,non,non,quartier saint-jean,0
3.0,2.0,95.0,20.0,3.1578947368421053,11,34,73,4.510486087158296,adulte,t^ete de chat,gazon,alignement,non,non,quartier saint-jean,0
3.0,2.0,100.0,20.0,3.0,9,31,73,4.510486087158296,adulte,t^ete de chat,gazon,alignement,non,non,quartier saint-jean,0
3.0,2.0,70.0,20.0,4.285714285714286,8,29,73,4.930785253248304,adulte,t^ete de chat,gazon,alignement,non,non,quartier saint-jean,0
3.0,2.0,95.0,20.0,3.1578947368421053,7,26,72,4.961948077871403,adulte,t^ete de chat,gazon,alignement,non,non,quartier saint-jean,0
3.0,2.0,85.0,20.0,3.5294117647058822,8,23,71,5.117664640877255,adulte,t^ete de chat,gazon,alignement,non,non,quartier saint-jean,0
3.0,2.0,65.0,20.0,4.615384615384615,7,24,69,4.8303983120426235,adulte,t^ete de chat,gazon,alignement,non,non,quartier saint-jean,0
3.0,2.0,70.0,20.0,4.285714285714286,7,24,65,4.8303983120426235,adulte,t^ete de chat,gazon,alignement,non,non,quartier saint-jean,0
3.0,2.0,70.0,20.0,4.285714285714286,6,21,56,4.745972777943353,adulte,t^ete de chat,gazon,alignement,non,non,quartier saint-jean,0
3.0,2.0,90.0,20.0,3.333333333333333,7,20,49,4.6796400559943825,adulte,t^ete de chat,gazon,alignement,non,non,quartier saint-jean,0
3.0,2.0,90.0,20.0,3.333333333333333,7,19,48,4.6796400559943825,adulte,t^ete de chat,gazon,alignement,non,non,quartier saint-jean,0
3.0,2.0,80.0,20.0,3.75,7,17,44,4.719723671390876,adulte,t^ete de chat,gazon,alignement,non,non,quartier saint-jean,0
3.0,2.0,60.0,20.0,5.0,7,15,41,4.562869221424869,adulte,t^ete de chat,gazon,alignement,non,non,quartier saint-jean,0
13.0,4.0,115.0,40.0,11.304347826086957,14,19,63,3.0268687583668683,adulte,semi libre,gazon,groupe,non,non,quartier remicourt,1
3.0,2.0,60.0,20.0,5.0,7,14,39,4.562869221424869,adulte,t^ete de chat,gazon,alignement,non,non,quartier saint-jean,0
3.0,2.0,60.0,20.0,5.0,7,13,35,4.781431688701464,adulte,t^ete de chat,gazon,alignement,non,non,quartier saint-jean,0
3.0,2.0,95.0,20.0,3.1578947368421053,6,12,28,4.971632311468027,adulte,t^ete de chat,gazon,alignement,non,non,quartier saint-jean,0
3.0,2.0,75.0,20.0,4.0,6,12,28,4.971632311468027,adulte,t^ete de chat,gazon,alignement,non,non,quartier saint-jean,0
3.0,2.0,60.0,20.0,5.0,5,12,28,5.039113573446022,adulte,t^ete de chat,gazon,alignement,non,non,quartier saint-jean,0
3.0,2.0,55.0,20.0,5.454545454545454,4,11,27,5.039113573446022,adulte,t^ete de chat,gazon,alignement,non,non,quartier saint-jean,0
9.0,2.0,90.0,50.0,10.0,9,39,76,7.057856729134023,adulte,semi libre,gazon,isol'e,non,non,quartier saint-jean,0
13.0,2.0,110.0,50.0,11.818181818181817,9,38,77,3.9277478658454097,adulte,semi libre,gazon,groupe,non,non,quartier saint-jean,0
10.0,2.0,105.0,50.0,9.523809523809524,8,38,77,3.9277478658454097,adulte,semi libre,gazon,groupe,non,non,quartier saint-jean,0
12.0,1.0,110.0,50.0,10.909090909090908,11,47,81,4.310783043626467,adulte,semi libre,gazon,groupe,non,non,quartier saint-jean,0
12.0,3.0,110.0,50.0,10.909090909090908,12,48,81,4.434060627826065,adulte,semi libre,gazon,groupe,non,non,quartier saint-jean,0
13.0,2.0,100.0,50.0,13.0,13,47,77,3.8732437111035716,adulte,semi libre,gazon,groupe,non,non,quartier saint-jean,0
12.0,2.0,110.0,50.0,10.909090909090908,14,47,76,3.8732437111035716,adulte,semi libre,gazon,groupe,non,non,quartier saint-jean,0
13.0,2.0,120.0,50.0,10.833333333333334,16,48,75,4.832879365248032,adulte,semi libre,gazon,groupe,non,non,quartier saint-jean,0
11.0,2.0,100.0,50.0,11.0,19,46,75,5.206229422894646,adulte,semi libre,gazon,groupe,non,non,quartier saint-jean,0
11.0,2.0,110.0,50.0,10.0,20,47,73,6.033692839702585,adulte,semi libre,gazon,groupe,non,non,quartier saint-jean,0
12.0,4.0,100.0,50.0,12.0,16,49,76,4.03567469607352,adulte,semi libre,gazon,groupe,non,non,quartier saint-jean,0
12.0,4.0,80.0,50.0,15.0,15,50,76,3.6937059182215175,adulte,semi libre,gazon,groupe,non,non,quartier saint-jean,0
11.0,4.0,95.0,50.0,11.578947368421053,13,49,76,3.6937059182215175,adulte,semi libre,gazon,groupe,non,non,quartier saint-jean,0
11.0,3.0,95.0,50.0,11.578947368421053,11,48,79,4.310783043626467,adulte,semi libre,gazon,groupe,non,non,quartier saint-jean,0
11.0,4.0,130.0,50.0,8.461538461538462,14,51,74,3.447093503321319,adulte,semi libre,gazon,groupe,non,non,quartier saint-jean,0
11.0,4.0,80.0,50.0,13.75,16,50,75,3.447093503321319,adulte,semi libre,gazon,groupe,non,non,quartier saint-jean,0
12.0,4.0,110.0,50.0,10.909090909090908,16,52,74,3.575669059121724,adulte,semi libre,gazon,groupe,non,non,quartier saint-jean,0
11.0,2.0,90.0,50.0,12.222222222222221,16,52,70,4.439169674777636,adulte,semi libre,gazon,groupe,non,non,quartier saint-jean,0
16.0,3.0,130.0,50.0,12.307692307692307,15,52,70,3.7423590748747744,adulte,semi libre,gazon,groupe,non,non,quartier saint-jean,0
13.0,2.0,120.0,50.0,10.833333333333334,14,51,69,3.7423590748747744,adulte,semi libre,gazon,groupe,non,non,quartier saint-jean,0
18.0,5.0,150.0,40.0,12.0,1,14,47,12.950500386135893,adulte,semi libre,gazon,isol'e,non,non,quartier remicourt,0
17.0,5.0,135.0,40.0,12.592592592592592,1,14,49,12.950500386135893,adulte,semi libre,gazon,isol'e,non,non,quartier remicourt,0
12.0,4.0,170.0,40.0,7.0588235294117645,1,17,47,12.73137022065242,adulte,semi libre,gazon,alignement,non,non,quartier remicourt,0
12.0,4.0,150.0,40.0,8.0,2,17,81,12.295325155554963,adulte,semi libre,gazon,alignement,non,non,quartier remicourt,0
11.0,2.0,170.0,40.0,6.470588235294118,2,16,89,9.602234388356825,adulte,couronn'e,gazon,alignement,non,non,quartier remicourt,0
3.0,2.0,20.0,5.0,15.0,2,15,95,14.584110536236762,jeune,semi libre,gazon,isol'e,non,non,quartier remicourt,0
3.0,2.0,20.0,5.0,15.0,4,23,89,7.830313430461092,jeune,semi libre,gazon,isol'e,non,non,quartier remicourt,0
3.0,2.0,20.0,5.0,15.0,2,31,89,7.513037429131498,jeune,semi libre,gazon,isol'e,non,non,quartier remicourt,1
3.0,2.0,20.0,5.0,15.0,3,33,86,7.513037429131498,jeune,semi libre,gazon,isol'e,non,non,quartier remicourt,0
4.0,2.0,20.0,5.0,20.0,2,32,78,19.19935015826419,jeune,semi libre,gazon,isol'e,non,non,quartier remicourt,0
16.0,5.0,135.0,40.0,11.851851851851851,1,20,75,19.302653327371328,adulte,semi libre,revetement non permeable,isol'e,non,non,quartier remicourt,0
6.0,2.0,30.0,10.0,20.0,1,5,39,16.574290182674112,jeune,semi libre,gazon,isol'e,non,non,quartier remicourt,0
6.0,2.0,15.0,8.0,40.0,1,12,42,16.574290182674112,jeune,semi libre,gazon,isol'e,non,non,quartier remicourt,0
12.0,2.0,180.0,50.0,6.666666666666666,10,21,56,2.980953706804457,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
16.0,2.0,110.0,50.0,14.545454545454545,9,21,55,1.7601545644351522,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
16.0,2.0,120.0,50.0,13.333333333333334,7,20,55,1.7601545644351522,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
16.0,2.0,145.0,50.0,11.03448275862069,9,21,55,1.9590757057913646,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
14.0,3.0,100.0,30.0,14.0,12,25,61,2.342803875746091,adulte,semi libre,gazon,groupe,non,non,quartier remicourt,0
14.0,3.0,100.0,30.0,14.0,11,25,60,1.9876673390198014,adulte,semi libre,gazon,groupe,non,non,quartier remicourt,0
14.0,3.0,75.0,30.0,18.666666666666668,12,25,62,1.7822906188034282,adulte,semi libre,gazon,groupe,non,non,quartier remicourt,0
12.0,3.0,65.0,30.0,18.46153846153846,12,25,64,1.6675960959609246,adulte,semi libre,gazon,groupe,non,non,quartier remicourt,0
12.0,3.0,75.0,30.0,16.0,12,25,64,1.6675960959609246,adulte,semi libre,gazon,groupe,non,non,quartier remicourt,0
14.0,10.0,160.0,40.0,8.75,7,25,62,5.790128665274902,adulte,semi libre,gazon,isol'e,non,non,quartier remicourt,0
30.0,4.0,205.0,50.0,14.634146341463415,7,32,76,15.768550868793662,adulte,semi libre,gazon,isol'e,non,non,quartier remicourt,1
18.0,4.0,100.0,40.0,18.0,6,31,68,2.1163327242528114,adulte,semi libre,bande de terre,alignement,non,non,quartier remicourt,0
18.0,3.0,80.0,40.0,22.5,6,29,70,2.1163327242528114,adulte,semi libre,bande de terre,alignement,non,non,quartier remicourt,0
10.0,1.0,50.0,20.0,20.0,7,28,73,2.3647671451053514,adulte,semi libre,bande de terre,alignement,non,non,quartier remicourt,0
18.0,3.0,105.0,25.0,17.142857142857142,12,26,73,1.2342476128658184,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
10.0,5.0,40.0,25.0,25.0,12,28,73,1.2342476128658184,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
18.0,3.0,90.0,25.0,20.0,13,30,73,1.4188298876926584,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,1
17.0,4.0,95.0,30.0,17.894736842105264,15,32,75,5.029970132202783,adulte,semi libre,bande de terre,isol'e,non,non,quartier remicourt,0
18.0,2.0,130.0,30.0,13.846153846153845,16,35,79,1.874041528430304,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
17.0,4.0,95.0,30.0,17.894736842105264,16,33,79,1.8983949146217465,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
18.0,3.0,110.0,30.0,16.363636363636363,15,34,79,1.874041528430304,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
16.0,3.0,130.0,30.0,12.307692307692307,18,33,79,2.7748986016924473,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
16.0,3.0,80.0,30.0,20.0,20,33,79,1.6929329634569759,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
17.0,5.0,115.0,30.0,14.782608695652176,19,33,78,1.6929329634569759,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
15.0,2.0,60.0,30.0,25.0,20,33,79,2.1992958168571652,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
25.0,3.0,160.0,50.0,15.625,17,35,79,3.5787996660142465,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
15.0,3.0,130.0,40.0,11.538461538461538,16,39,80,2.1752406118878658,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
17.0,3.0,130.0,40.0,13.076923076923077,18,36,79,2.4031419147015183,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
17.0,3.0,130.0,40.0,13.076923076923077,17,38,79,1.8394931746236616,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
15.0,3.0,130.0,40.0,11.538461538461538,16,39,80,1.8394931746236616,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
8.0,3.0,50.0,10.0,16.0,17,40,80,3.1628552940131405,jeune,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
17.0,3.0,90.0,30.0,18.88888888888889,17,38,80,2.7779144063772545,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
17.0,3.0,80.0,30.0,21.25,16,39,80,2.7779144063772545,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
18.0,4.0,135.0,50.0,13.333333333333332,16,41,80,1.3896824458420454,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
17.0,2.0,90.0,40.0,18.88888888888889,15,40,80,1.3896824458420454,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
14.0,2.0,115.0,30.0,12.173913043478262,12,42,76,1.9230032473951237,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
14.0,4.0,70.0,30.0,20.0,12,42,76,0.9164126253324638,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
14.0,4.0,60.0,20.0,23.333333333333336,12,41,75,0.9164126253324638,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
9.0,4.0,45.0,20.0,20.0,13,41,75,0.999195140852347,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
16.0,4.0,140.0,20.0,11.428571428571429,11,44,74,1.8251191768928559,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
16.0,4.0,135.0,40.0,11.851851851851851,10,44,72,1.8251191768928559,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
16.0,4.0,165.0,40.0,9.696969696969697,10,44,73,2.1356449606182744,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
9.0,2.0,140.0,40.0,6.428571428571429,10,42,71,2.5168554745564395,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,1
15.0,4.0,140.0,40.0,10.714285714285715,9,36,71,1.8323319840642607,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,1
15.0,4.0,100.0,40.0,15.0,10,34,68,1.6409028247215383,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
15.0,4.0,125.0,40.0,12.0,11,34,68,1.6409028247215383,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
14.0,5.0,150.0,40.0,9.333333333333334,2,23,88,13.36855291783239,adulte,semi libre,gazon,isol'e,non,non,quartier remicourt,0
15.0,5.0,185.0,40.0,8.108108108108107,1,46,81,13.36855291783239,adulte,semi libre,gazon,isol'e,non,non,quartier remicourt,0
4.0,2.0,20.0,10.0,20.0,2,25,84,3.456231735714029,jeune,semi libre,gazon,groupe,non,non,quartier remicourt,0
4.0,2.0,20.0,10.0,20.0,2,25,84,3.3239646266469354,jeune,semi libre,gazon,groupe,non,non,quartier remicourt,0
4.0,2.0,20.0,10.0,20.0,4,27,78,3.3239646266469354,jeune,semi libre,gazon,groupe,non,non,quartier remicourt,0
6.0,2.0,135.0,40.0,4.444444444444444,6,30,69,2.7191526201658553,adulte,semi libre,gazon,groupe,non,non,quartier remicourt,0
6.0,2.0,115.0,40.0,5.217391304347826,7,27,70,2.2608802049995,adulte,semi libre,gazon,groupe,non,non,quartier remicourt,0
6.0,2.0,135.0,40.0,4.444444444444444,7,27,69,2.2608802049995,adulte,semi libre,gazon,groupe,non,non,quartier remicourt,0
15.0,1.0,160.0,40.0,9.375,11,25,70,3.3417593838616564,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
15.0,1.0,160.0,40.0,9.375,11,24,68,2.779222211706438,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
15.0,2.0,160.0,40.0,9.375,12,23,68,2.779222211706438,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
15.0,7.0,145.0,40.0,10.344827586206897,9,22,62,2.9089693054144083,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
15.0,4.0,150.0,40.0,10.0,8,21,61,3.0005790508530477,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
15.0,2.0,185.0,40.0,8.108108108108107,8,21,59,2.9089693054144083,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
13.0,5.0,90.0,40.0,14.444444444444445,9,20,57,2.965686708391915,adulte,semi libre,gazon,groupe,non,non,quartier remicourt,1
15.0,5.0,120.0,40.0,12.5,10,18,57,2.965686708391915,adulte,semi libre,gazon,groupe,non,non,quartier remicourt,0
15.0,4.0,100.0,40.0,15.0,12,20,64,3.0268687583668683,adulte,semi libre,gazon,groupe,non,non,quartier remicourt,0
12.0,5.0,125.0,40.0,9.6,5,16,56,3.262952321377882,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
11.0,5.0,125.0,40.0,8.8,6,16,56,2.955911949189624,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
15.0,6.0,135.0,40.0,11.11111111111111,5,15,54,2.955911949189624,adulte,semi libre,bande de terre,groupe,non,non,quartier remicourt,0
13.0,2.0,155.0,40.0,8.387096774193548,4,14,63,11.92248044057196,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
13.0,3.0,140.0,40.0,9.285714285714286,6,18,62,9.570320919309982,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
13.0,2.0,150.0,40.0,8.666666666666666,5,18,62,8.796170098516667,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
13.0,3.0,155.0,40.0,8.387096774193548,6,20,61,6.253935792779802,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
13.0,4.0,145.0,40.0,8.965517241379311,7,23,62,5.903752455101389,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
13.0,4.0,135.0,40.0,9.62962962962963,8,24,63,8.42755999594626,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
13.0,4.0,150.0,40.0,8.666666666666666,7,28,66,9.002828802682068,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,125.0,40.0,12.0,5,28,69,8.813949409445838,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,2.0,150.0,40.0,10.0,7,30,66,6.244694542823223,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
17.0,2.0,160.0,40.0,10.625,8,27,57,6.177069604507924,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
17.0,2.0,145.0,40.0,11.724137931034484,8,23,52,11.019708561174413,adulte,semi libre,revetement non permeable,alignement,non,non,quartier du faubourg d'isle,0
17.0,2.0,150.0,40.0,11.333333333333334,4,22,46,11.95974552453842,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
17.0,2.0,160.0,40.0,10.625,4,17,44,11.95974552453842,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
17.0,2.0,165.0,40.0,10.303030303030303,5,13,41,11.251400009139372,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
17.0,2.0,170.0,40.0,10.0,4,11,40,11.251400009139372,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
17.0,2.0,175.0,40.0,9.714285714285714,3,12,39,12.750589447154768,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
16.0,2.0,150.0,40.0,10.666666666666666,5,13,30,11.979931389275277,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
16.0,3.0,150.0,40.0,10.666666666666666,5,13,31,7.941295103954341,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
16.0,4.0,120.0,40.0,13.333333333333334,7,15,31,7.941295103954341,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
16.0,4.0,105.0,40.0,15.238095238095237,7,15,29,8.579795263750821,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
16.0,4.0,140.0,40.0,11.428571428571429,5,16,29,8.579795263750821,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
16.0,4.0,150.0,40.0,10.666666666666666,5,16,29,9.283282103207288,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
16.0,3.0,175.0,40.0,9.142857142857142,5,14,25,10.287163955791575,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
16.0,3.0,160.0,40.0,10.0,4,12,25,12.023434211841856,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,170.0,40.0,8.823529411764707,2,10,26,14.254512468823245,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,2.0,180.0,40.0,8.333333333333334,2,8,25,12.588126134139882,adulte,semi libre,revetement non permeable,alignement,oui,non,quartier du faubourg d'isle,0
15.0,3.0,180.0,40.0,8.333333333333334,1,8,27,12.588126134139882,adulte,semi libre,revetement non permeable,alignement,oui,non,quartier du faubourg d'isle,0
15.0,3.0,165.0,40.0,9.090909090909092,2,9,25,8.423820754048569,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
13.0,5.0,90.0,40.0,14.444444444444445,4,11,27,8.20351700459929,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,160.0,40.0,9.375,5,11,28,5.274697743736507,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,145.0,40.0,10.344827586206897,5,12,30,5.274697743736507,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,145.0,40.0,10.344827586206897,6,13,32,6.104505651408272,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,130.0,40.0,11.538461538461538,6,13,32,5.455046846667919,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,145.0,40.0,10.344827586206897,6,14,33,5.455046846667919,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,150.0,40.0,10.0,6,14,32,5.775204727906966,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,145.0,40.0,10.344827586206897,6,14,33,5.632403853550453,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,150.0,40.0,10.0,6,15,33,5.632403853550453,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,140.0,40.0,10.714285714285715,5,16,34,5.657725359963009,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,145.0,40.0,10.344827586206897,5,16,33,5.657725359963009,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,125.0,40.0,12.0,5,17,34,5.980445592018733,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,145.0,40.0,10.344827586206897,4,20,34,6.175110363467141,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,140.0,40.0,10.714285714285715,5,20,34,6.175110363467141,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,125.0,40.0,12.0,5,19,34,6.794810199651152,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,5.0,150.0,40.0,10.0,5,19,33,5.998343371996346,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,6.0,120.0,40.0,12.5,6,19,33,5.765534525163387,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,140.0,40.0,10.714285714285715,6,19,33,5.765534525163387,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,4.0,125.0,40.0,12.0,6,19,33,5.361945066750366,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,140.0,40.0,10.714285714285715,6,19,32,5.361945066750366,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,135.0,40.0,11.11111111111111,6,20,32,5.686986627378639,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,125.0,40.0,12.0,6,20,31,5.7527088063814,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,125.0,40.0,12.0,6,19,30,5.7527088063814,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,2.0,120.0,40.0,12.5,6,17,30,5.91982883282539,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,125.0,40.0,12.0,6,15,29,5.882838015763837,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,130.0,40.0,11.538461538461538,6,14,30,5.874159999398759,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,130.0,40.0,11.538461538461538,6,12,29,5.874159999398759,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,4.0,140.0,40.0,10.714285714285715,5,12,28,5.83188427942751,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
15.0,3.0,125.0,40.0,12.0,4,11,28,5.83188427942751,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
5.0,3.0,185.0,30.0,2.7027027027027026,8,8,20,4.572364203371927,adulte,semi libre,gazon,groupe,non,non,quartier du faubourg d'isle,0
16.0,2.0,170.0,40.0,9.411764705882353,3,11,29,6.745250922359175,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
18.0,3.0,200.0,40.0,9.0,2,8,26,13.173761127966246,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
17.0,2.0,170.0,40.0,10.0,3,9,26,12.067719384418732,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
17.0,2.0,170.0,40.0,10.0,3,11,26,12.067719384418732,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
17.0,4.0,110.0,40.0,15.454545454545453,4,12,26,7.629583605818066,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
17.0,2.0,140.0,40.0,12.142857142857144,4,14,25,7.629583605818066,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
17.0,4.0,165.0,40.0,10.303030303030303,6,16,24,11.85998836992651,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
17.0,3.0,175.0,40.0,9.714285714285714,5,16,26,11.6669644258751,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
17.0,3.0,160.0,40.0,10.625,5,17,27,11.6669644258751,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
17.0,3.0,160.0,40.0,10.625,5,16,29,12.246809009777179,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
17.0,3.0,165.0,40.0,10.303030303030303,5,14,30,10.3624270918534,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
17.0,4.0,125.0,40.0,13.6,5,14,32,10.3624270918534,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
17.0,3.0,170.0,40.0,10.0,3,14,32,9.681941995939928,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
17.0,3.0,200.0,40.0,8.5,2,13,36,9.681941995939928,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
17.0,3.0,205.0,40.0,8.292682926829269,2,12,40,12.077126390753554,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
17.0,3.0,145.0,40.0,11.724137931034484,5,11,40,12.077126390753554,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
17.0,3.0,145.0,40.0,11.724137931034484,4,14,42,12.221698255579257,adulte,semi libre,gazon,alignement,non,non,quartier du faubourg d'isle,0
